ts,chain,address,symbol,binance_symbol,binance_base_asset,binance_match_type,label,pump_score,dump_score,anomaly_score,smart_money_score,risk_score,reasons
2026-05-06T20:17:59+00:00,arbitrum,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,,,,dump_risk,3.03,67.06,40.44,0.0,0.0,whale_distribution
2026-05-06T20:17:59+00:00,arbitrum,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,WBTC,,,,whale_accumulation,60.22,1.63,33.52,8.11,0.0,whale_accumulation;buy_pressure
2026-05-06T20:17:59+00:00,arbitrum,0x912ce59144191c1204e64559fe8253a0e49e6548,ARB,,,,watch,35.92,0.22,33.17,15.0,0.0,buy_pressure
2026-05-06T20:17:59+00:00,arbitrum,0x45d9831d8751b2325f3dbf48db748723726e1c8c,EVA,,,,watch,30.14,0.0,30.21,0.0,0.0,normal_watch
2026-05-06T20:17:59+00:00,arbitrum,0x35751007a407ca6feffe80b3cb397736d2cf4dbe,weETH,,,,watch,20.36,2.55,25.76,0.0,0.0,normal_watch
2026-05-06T20:17:59+00:00,arbitrum,0x58b13de0b56c91497b1aaeb344be2a4d7d0478c2,LUX,,,,watch,4.89,12.49,23.46,0.0,12.0,risk:thin_liquidity
2026-05-06T20:17:59+00:00,arbitrum,0xd6cd943bfc0711125bc01cff7b7dfb87be1d10c8,YUPP,,,,watch,0.51,17.76,15.74,0.0,0.0,liquidity_drop
2026-05-06T20:17:59+00:00,arbitrum,0x25118290e6a5f4139381d072181157035864099d,RAIN,,,,watch,8.07,1.96,11.26,0.0,0.0,normal_watch
2026-05-06T20:17:59+00:00,arbitrum,0x0c1c1c109fe34733fca54b82d7b46b75cfb71f6e,CHIP,,,,watch,10.71,0.1,9.38,4.11,0.0,normal_watch
2026-05-06T20:17:59+00:00,arbitrum,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,,,,watch,3.12,1.04,4.71,0.0,0.0,normal_watch
2026-05-06T20:17:59+00:00,arbitrum,0x0c880f6761f1af8d9aa9c466984b80dab9a8c9e8,PENDLE,,,,watch,1.33,0.85,2.62,0.0,0.0,normal_watch
2026-05-06T20:17:59+00:00,arbitrum,0x46850ad61c2b7d64d08c9c754f45254596696984,PYUSD,,,,watch,0.0,0.0,0.0,0.0,0.0,normal_watch
2026-05-06T20:17:59+00:00,arbitrum,0x037d6b9d168ec9a6e0348f4103dbab06c05d60b6,MAFLAB,,,,watch,0.0,0.0,0.0,0.0,0.0,normal_watch
