ts,chain,address,symbol,binance_symbol,binance_base_asset,binance_match_type,label,pump_score,dump_score,anomaly_score,smart_money_score,risk_score,reasons
2026-05-05T17:01:11+00:00,solana,7iy1nive3XssUFyn4Zz67gCy3bXatbgDXCse45HwwhZv,GME,,,,anomaly_watch,21.25,6.25,100.0,0.0,25.0,risk:mintable;ml_isolation_forest_anomaly
2026-05-05T17:01:11+00:00,solana,CARDSccUMFKoPRZxt5vt3ksUbxEFEcnZ3H2pd3dKxYjp,CARDS,,,,anomaly_watch,3.03,25.79,95.27,0.0,0.0,normal_watch;ml_isolation_forest_anomaly
2026-05-05T17:01:11+00:00,solana,Aw5SxKyYhXFdZj2BHCqs11UaV5ohwpFQjauB9jFhpump,Apple,,,,anomaly_watch,19.95,8.89,82.39,0.0,0.0,normal_watch;ml_isolation_forest_anomaly
2026-05-05T17:01:11+00:00,solana,73edX6xoGY4v5y2hzuKdrUbJXLntqgmo74au1Ki1pump,Staccana,,,,watch,12.03,8.11,69.64,0.0,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,B1JuRcu9M2eUenweqcXcLHKx4ZUUVNaM1SmMX3s69Kyf,MEGR,,,,watch,54.58,0.0,65.0,0.0,0.0,sudden_rise_price_plus_volume
2026-05-05T17:01:11+00:00,solana,CuFcRPpgqhd61yr6aXhoqbkeBbsPoiGayqWN5heWSZZc,זהוב,,,,watch,30.0,23.87,65.0,0.0,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,36W68j8XDpsQ69v3ZhgmCMU19SunWfuLZbZpYEREpump,זָהוּב,,,,watch,30.0,23.89,65.0,0.0,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,HqqZHzRcsjae6GYx51eb8kWDRgVtZR8VckuvoN9jpump,זָהוּב,,,,watch,30.0,15.44,54.02,0.0,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,GLkzseJu7WTUaUKinWzV373i7HHFbD7nC7xv3hjEpump,CAPTAIN,,,,watch,30.0,14.05,51.85,0.0,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,558aJrjTa9jC3UWdx1tkdWo69yqw7xoLoxrbSXexpump,זהוב,,,,watch,30.78,13.63,51.77,0.44,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,44c6cUEZa1w7Yd94ExtYPjwpzP5ut7CR58EAGfbQzWTF,Strawhat,,,,watch,30.0,0.01,43.3,0.0,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,2v4PhqEnvau3eGK5qCiFSfWRjymAZ2wGkncAnx7Pbonk,BONKO,,,,watch,30.0,6.14,39.55,0.0,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,6E7e1mQGeXSeEhM4eUcrm7V8R8s968NC5nWtpJH5sbd6,1MILL,,,,watch,35.75,0.0,38.95,0.0,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,4XTaitDjvAAvHM1F8ZiiiWq3mCDdvQ7RfbKQ1wdVpump,CHIMP,,,,watch,25.72,0.0,37.99,0.0,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,CYSVBkXuuDaZ4gNqzQPaWuoxejr6ZgTKLSJeGNdjpump,LIMINAL,,,,watch,6.44,13.64,28.47,0.0,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,ZEREBRO,,,,watch,1.23,4.68,25.92,0.0,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,CGEDT9QZDvvH5GmVkWJH2BXiMJqMJySC9ihWyr7Spump,BURNIE,,,,watch,3.37,3.92,18.86,0.0,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,4nV5gNwwP68zUDat26ySChREqVaQaLudfJBkSgEzpump,BOBO,,,,watch,12.83,0.0,17.38,0.0,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,pippin,,,,watch,12.8,0.27,14.75,0.0,0.0,normal_watch
2026-05-05T17:01:11+00:00,solana,5UUH9RTDiSpq6HKS6bp4NdU9PNJpXRXuiw6ShBTBhgH2,TROLL,,,,watch,4.31,0.54,5.42,0.0,0.0,normal_watch
